id,date,location,sector,classification,count,capacity,occupancy_rate
18163,2024-05-14,Toronto,Women,Emergency,86,86,100
18165,2024-05-14,Toronto,Men,Emergency,78,78,100
18167,2024-05-14,Toronto,Men,Emergency,264,264,100
18169,2024-05-14,Toronto,Men,Emergency,52,52,100
18170,2024-05-14,Toronto,Men,Emergency,46,46,100
18171,2024-05-14,Toronto,Women,Emergency,37,37,100
18172,2024-05-14,Toronto,Men,Emergency,71,71,100
18173,2024-05-14,Toronto,Men,Emergency,50,50,100
18175,2024-05-14,Toronto,Mixed Adult,Emergency,6,6,100
18176,2024-05-14,Toronto,Youth,Emergency,35,35,100
18177,2024-05-14,Toronto,Mixed Adult,Emergency,32,32,100
18180,2024-05-14,Toronto,Youth,Emergency,40,40,100
18181,2024-05-14,Toronto,Youth,Transitional,23,23,100
18182,2024-05-14,Toronto,Women,Emergency,31,31,100
18183,2024-05-14,Toronto,Youth,Emergency,31,31,100
18184,2024-05-14,Toronto,Women,Emergency,28,28,100
18185,2024-05-14,Toronto,Youth,Emergency,27,27,100
18186,2024-05-14,Etobicoke,Youth,Emergency,33,33,100
18187,2024-05-14,Etobicoke,Youth,Transitional,20,20,100
18188,2024-05-14,Scarborough,Youth,Emergency,10,10,100
18189,2024-05-14,Scarborough,Youth,Transitional,39,41,95.12
18192,2024-05-15,Toronto,Mixed Adult,Emergency,8,8,100
18193,2024-05-15,Toronto,Mixed Adult,Emergency,8,8,100
18198,2024-05-15,Toronto,Men,Emergency,42,42,100
18199,2024-05-15,Toronto,Men,Emergency,30,30,100
18202,2024-05-15,Toronto,Men,Transitional,14,18,77.78
18207,2024-05-15,Toronto,Men,Transitional,68,68,100
18208,2024-05-15,Toronto,Men,Transitional,48,48,100
18209,2024-05-15,Toronto,Men,Emergency,101,101,100
18213,2024-05-15,Toronto,Mixed Adult,Transitional,92,92,100
18214,2024-05-15,Toronto,Men,Emergency,62,62,100
18215,2024-05-15,Toronto,Men,Emergency,67,68,98.53
18216,2024-05-15,Toronto,Men,Emergency,120,120,100
18217,2024-05-15,Toronto,Men,Transitional,33,36,91.67
18218,2024-05-15,Toronto,Men,Emergency,6,6,100
18219,2024-05-15,Toronto,Men,Emergency,53,53,100
18220,2024-05-15,Toronto,Men,Emergency,93,93,100
18221,2024-05-15,Toronto,Mixed Adult,Transitional,35,35,100
18228,2024-05-15,Toronto,Women,Emergency,88,88,100
18229,2024-05-15,Toronto,Men,Emergency,28,28,100
18230,2024-05-15,Toronto,Youth,Transitional,1,2,50
18231,2024-05-15,Toronto,Youth,Emergency,92,93,98.92
18232,2024-05-15,Toronto,Youth,Transitional,28,28,100
18233,2024-05-15,Toronto,Mixed Adult,Emergency,78,78,100
18234,2024-05-15,Scarborough,Mixed Adult,Emergency,50,50,100
18236,2024-05-15,Toronto,Mixed Adult,Emergency,62,62,100
18237,2024-05-15,Toronto,Mixed Adult,Emergency,1,1,100
18238,2024-05-15,Toronto,Men,Emergency,1,1,100
18239,2024-05-15,Toronto,Men,Emergency,30,30,100
18240,2024-05-15,Toronto,Youth,Transitional,49,50,98
18241,2024-05-15,Toronto,Youth,Emergency,40,40,100
18243,2024-05-15,Toronto,Mixed Adult,Transitional,5,5,100
18244,2024-05-15,Toronto,Mixed Adult,Transitional,10,11,90.91
18245,2024-05-15,Toronto,Women,Transitional,37,37,100
18246,2024-05-15,Toronto,Women,Transitional,25,26,96.15
18247,2024-05-15,Toronto,Women,Emergency,52,52,100
18248,2024-05-15,Toronto,Women,Emergency,36,36,100
18249,2024-05-15,Toronto,Mixed Adult,Emergency,70,70,100
18251,2024-05-15,Toronto,Mixed Adult,Emergency,70,70,100
18254,2024-05-15,Toronto,Men,Transitional,22,25,88
18255,2024-05-15,Toronto,Men,Emergency,35,35,100
18256,2024-05-15,Toronto,Men,Transitional,5,5,100
18257,2024-05-15,Toronto,Men,Emergency,21,21,100
18259,2024-05-15,Toronto,Women,Emergency,61,61,100
18260,2024-05-15,Toronto,Mixed Adult,Emergency,111,111,100
18261,2024-05-15,Toronto,Men,Emergency,34,34,100
18262,2024-05-15,Toronto,Women,Emergency,64,64,100
18263,2024-05-15,Toronto,Men,Emergency,75,75,100
18264,2024-05-15,Scarborough,Mixed Adult,Emergency,89,89,100
18265,2024-05-15,North York,Men,Emergency,278,278,100
18266,2024-05-15,North York,Women,Emergency,130,130,100
18267,2024-05-15,North York,Men,Emergency,4,4,100
18271,2024-05-15,Toronto,Mixed Adult,Emergency,85,85,100
18272,2024-05-15,Toronto,Mixed Adult,Emergency,49,49,100
18273,2024-05-15,Toronto,Youth,Emergency,45,45,100
18274,2024-05-15,Toronto,Youth,Emergency,23,23,100
18275,2024-05-15,Toronto,Mixed Adult,Emergency,30,30,100
18276,2024-05-15,Toronto,Men,Emergency,54,54,100
18277,2024-05-15,Toronto,Men,Transitional,17,17,100
18278,2024-05-15,Toronto,Youth,Emergency,11,12,91.67
18279,2024-05-15,Toronto,Youth,Emergency,10,15,66.67
18280,2024-05-15,Toronto,Women,Emergency,16,16,100
18281,2024-05-15,Toronto,Women,Transitional,24,24,100
18282,2024-05-15,Toronto,Women,Emergency,41,41,100
18283,2024-05-15,Toronto,Women,Emergency,44,44,100
18284,2024-05-15,Toronto,Women,Transitional,30,30,100
18285,2024-05-15,Toronto,Mixed Adult,Emergency,72,72,100
18287,2024-05-15,Toronto,Women,Emergency,30,30,100
18294,2024-05-15,Toronto,Mixed Adult,Emergency,93,93,100
18296,2024-05-15,Toronto,Women,Emergency,86,86,100
18298,2024-05-15,Toronto,Men,Emergency,78,78,100
18300,2024-05-15,Toronto,Men,Emergency,264,264,100
18302,2024-05-15,Toronto,Men,Emergency,52,52,100
18303,2024-05-15,Toronto,Men,Emergency,46,46,100
18304,2024-05-15,Toronto,Women,Emergency,37,37,100
18305,2024-05-15,Toronto,Men,Emergency,71,71,100
18306,2024-05-15,Toronto,Men,Emergency,50,50,100
18308,2024-05-15,Toronto,Mixed Adult,Emergency,6,6,100
18309,2024-05-15,Toronto,Youth,Emergency,35,35,100
18310,2024-05-15,Toronto,Mixed Adult,Emergency,32,32,100
18313,2024-05-15,Toronto,Youth,Emergency,40,40,100
18314,2024-05-15,Toronto,Youth,Transitional,23,23,100
18315,2024-05-15,Toronto,Women,Emergency,31,31,100
18316,2024-05-15,Toronto,Youth,Emergency,31,31,100
18317,2024-05-15,Toronto,Women,Emergency,28,28,100
18318,2024-05-15,Toronto,Youth,Emergency,27,27,100
18319,2024-05-15,Etobicoke,Youth,Emergency,33,33,100
18320,2024-05-15,Etobicoke,Youth,Transitional,20,20,100
18321,2024-05-15,Scarborough,Youth,Emergency,10,10,100
18322,2024-05-15,Scarborough,Youth,Transitional,39,41,95.12
18325,2024-05-16,Toronto,Mixed Adult,Emergency,8,8,100
18326,2024-05-16,Toronto,Mixed Adult,Emergency,8,8,100
18331,2024-05-16,Toronto,Men,Emergency,42,42,100
18332,2024-05-16,Toronto,Men,Emergency,30,30,100
18335,2024-05-16,Toronto,Men,Transitional,15,18,83.33
18340,2024-05-16,Toronto,Men,Transitional,68,68,100
18341,2024-05-16,Toronto,Men,Transitional,48,48,100
18342,2024-05-16,Toronto,Men,Emergency,101,101,100
18346,2024-05-16,Toronto,Mixed Adult,Transitional,93,93,100
18347,2024-05-16,Toronto,Men,Emergency,62,62,100
18348,2024-05-16,Toronto,Men,Emergency,68,68,100
18349,2024-05-16,Toronto,Men,Emergency,120,120,100
18350,2024-05-16,Toronto,Men,Transitional,33,36,91.67
18351,2024-05-16,Toronto,Men,Emergency,6,6,100
18352,2024-05-16,Toronto,Men,Emergency,53,53,100
18353,2024-05-16,Toronto,Men,Emergency,93,93,100
18354,2024-05-16,Toronto,Mixed Adult,Transitional,35,35,100
18361,2024-05-16,Toronto,Women,Emergency,88,88,100
18362,2024-05-16,Toronto,Men,Emergency,28,28,100
18363,2024-05-16,Toronto,Youth,Transitional,1,2,50
18364,2024-05-16,Toronto,Youth,Emergency,93,93,100
18365,2024-05-16,Toronto,Youth,Transitional,28,28,100
18366,2024-05-16,Toronto,Mixed Adult,Emergency,78,78,100
18367,2024-05-16,Scarborough,Mixed Adult,Emergency,50,50,100
18369,2024-05-16,Toronto,Mixed Adult,Emergency,62,62,100
18370,2024-05-16,Toronto,Mixed Adult,Emergency,1,1,100
18371,2024-05-16,Toronto,Men,Emergency,1,1,100
18372,2024-05-16,Toronto,Men,Emergency,30,30,100
18373,2024-05-16,Toronto,Youth,Transitional,49,50,98
18374,2024-05-16,Toronto,Youth,Emergency,40,40,100
18376,2024-05-16,Toronto,Mixed Adult,Transitional,5,5,100
18377,2024-05-16,Toronto,Mixed Adult,Transitional,10,11,90.91
18378,2024-05-16,Toronto,Women,Transitional,37,37,100
18379,2024-05-16,Toronto,Women,Transitional,25,26,96.15
18380,2024-05-16,Toronto,Women,Emergency,52,52,100
18381,2024-05-16,Toronto,Women,Emergency,36,36,100
18382,2024-05-16,Toronto,Mixed Adult,Emergency,70,70,100
18384,2024-05-16,Toronto,Mixed Adult,Emergency,70,70,100
18387,2024-05-16,Toronto,Men,Transitional,22,25,88
18388,2024-05-16,Toronto,Men,Emergency,35,35,100
18389,2024-05-16,Toronto,Men,Transitional,5,5,100
18390,2024-05-16,Toronto,Men,Emergency,21,21,100
18392,2024-05-16,Toronto,Women,Emergency,61,61,100
18393,2024-05-16,Toronto,Mixed Adult,Emergency,111,111,100
18394,2024-05-16,Toronto,Men,Emergency,34,34,100
18395,2024-05-16,Toronto,Women,Emergency,64,64,100
18396,2024-05-16,Toronto,Men,Emergency,74,74,100
18397,2024-05-16,Scarborough,Mixed Adult,Emergency,89,89,100
18398,2024-05-16,North York,Men,Emergency,278,278,100
18399,2024-05-16,North York,Women,Emergency,130,130,100
18400,2024-05-16,North York,Men,Emergency,4,4,100
18404,2024-05-16,Toronto,Mixed Adult,Emergency,85,85,100
18405,2024-05-16,Toronto,Mixed Adult,Emergency,49,49,100
18406,2024-05-16,Toronto,Youth,Emergency,45,45,100
18407,2024-05-16,Toronto,Youth,Emergency,23,23,100
18408,2024-05-16,Toronto,Mixed Adult,Emergency,30,30,100
18409,2024-05-16,Toronto,Men,Emergency,54,54,100
18410,2024-05-16,Toronto,Men,Transitional,17,17,100
18411,2024-05-16,Toronto,Youth,Emergency,11,12,91.67
18412,2024-05-16,Toronto,Youth,Emergency,10,15,66.67
18413,2024-05-16,Toronto,Women,Emergency,16,16,100
18414,2024-05-16,Toronto,Women,Transitional,24,24,100
18415,2024-05-16,Toronto,Women,Emergency,41,41,100
18416,2024-05-16,Toronto,Women,Emergency,44,44,100
18417,2024-05-16,Toronto,Women,Transitional,30,30,100
18418,2024-05-16,Toronto,Mixed Adult,Emergency,72,72,100
18420,2024-05-16,Toronto,Women,Emergency,30,30,100
18427,2024-05-16,Toronto,Mixed Adult,Emergency,93,93,100
18429,2024-05-16,Toronto,Women,Emergency,86,86,100
18431,2024-05-16,Toronto,Men,Emergency,78,78,100
18433,2024-05-16,Toronto,Men,Emergency,264,264,100
18435,2024-05-16,Toronto,Men,Emergency,52,52,100
18436,2024-05-16,Toronto,Men,Emergency,46,46,100
18437,2024-05-16,Toronto,Women,Emergency,37,37,100
18438,2024-05-16,Toronto,Men,Emergency,71,71,100
18439,2024-05-16,Toronto,Men,Emergency,50,50,100
18441,2024-05-16,Toronto,Mixed Adult,Emergency,6,6,100
18442,2024-05-16,Toronto,Youth,Emergency,35,35,100
18443,2024-05-16,Toronto,Mixed Adult,Emergency,32,32,100
18446,2024-05-16,Toronto,Youth,Emergency,40,40,100
18447,2024-05-16,Toronto,Youth,Transitional,23,23,100
18448,2024-05-16,Toronto,Women,Emergency,31,31,100
18449,2024-05-16,Toronto,Youth,Emergency,31,31,100
18450,2024-05-16,Toronto,Women,Emergency,28,28,100
18451,2024-05-16,Toronto,Youth,Emergency,27,27,100
18452,2024-05-16,Etobicoke,Youth,Emergency,33,33,100
18453,2024-05-16,Etobicoke,Youth,Transitional,20,20,100
18454,2024-05-16,Scarborough,Youth,Emergency,10,10,100
18455,2024-05-16,Scarborough,Youth,Transitional,39,41,95.12
18458,2024-05-17,Toronto,Mixed Adult,Emergency,8,8,100
18459,2024-05-17,Toronto,Mixed Adult,Emergency,8,8,100
18464,2024-05-17,Toronto,Men,Emergency,42,42,100
18465,2024-05-17,Toronto,Men,Emergency,30,30,100
18468,2024-05-17,Toronto,Men,Transitional,16,18,88.89
18473,2024-05-17,Toronto,Men,Transitional,68,68,100
18474,2024-05-17,Toronto,Men,Transitional,48,48,100
18475,2024-05-17,Toronto,Men,Emergency,101,101,100
18479,2024-05-17,Toronto,Mixed Adult,Transitional,93,93,100
18480,2024-05-17,Toronto,Men,Emergency,62,62,100
18481,2024-05-17,Toronto,Men,Emergency,68,68,100
18482,2024-05-17,Toronto,Men,Emergency,120,120,100
18483,2024-05-17,Toronto,Men,Transitional,32,36,88.89
18484,2024-05-17,Toronto,Men,Emergency,4,4,100
18485,2024-05-17,Toronto,Men,Emergency,53,53,100
18486,2024-05-17,Toronto,Men,Emergency,93,93,100
18487,2024-05-17,Toronto,Mixed Adult,Transitional,35,35,100
18494,2024-05-17,Toronto,Women,Emergency,88,88,100
18495,2024-05-17,Toronto,Men,Emergency,28,28,100
18496,2024-05-17,Toronto,Youth,Transitional,1,2,50
18497,2024-05-17,Toronto,Youth,Emergency,93,93,100
18498,2024-05-17,Toronto,Youth,Transitional,28,28,100
18499,2024-05-17,Toronto,Mixed Adult,Emergency,78,78,100
18500,2024-05-17,Scarborough,Mixed Adult,Emergency,49,50,98
18502,2024-05-17,Toronto,Mixed Adult,Emergency,62,62,100
18503,2024-05-17,Toronto,Mixed Adult,Emergency,1,1,100
18504,2024-05-17,Toronto,Men,Emergency,1,1,100
18505,2024-05-17,Toronto,Men,Emergency,30,30,100
18506,2024-05-17,Toronto,Youth,Transitional,49,50,98
18507,2024-05-17,Toronto,Youth,Emergency,40,40,100
18509,2024-05-17,Toronto,Mixed Adult,Transitional,5,5,100
18510,2024-05-17,Toronto,Mixed Adult,Transitional,10,11,90.91
18511,2024-05-17,Toronto,Women,Transitional,37,37,100
18512,2024-05-17,Toronto,Women,Transitional,25,26,96.15
18513,2024-05-17,Toronto,Women,Emergency,52,52,100
18514,2024-05-17,Toronto,Women,Emergency,36,36,100
18515,2024-05-17,Toronto,Mixed Adult,Emergency,70,70,100
18517,2024-05-17,Toronto,Mixed Adult,Emergency,69,70,98.57
18520,2024-05-17,Toronto,Men,Transitional,23,25,92
18521,2024-05-17,Toronto,Men,Emergency,34,35,97.14
18522,2024-05-17,Toronto,Men,Transitional,5,5,100
18523,2024-05-17,Toronto,Men,Emergency,21,21,100
18525,2024-05-17,Toronto,Women,Emergency,61,61,100
18526,2024-05-17,Toronto,Mixed Adult,Emergency,111,111,100
18527,2024-05-17,Toronto,Men,Emergency,34,34,100
18528,2024-05-17,Toronto,Women,Emergency,64,64,100
18529,2024-05-17,Toronto,Men,Emergency,74,74,100
18530,2024-05-17,Scarborough,Mixed Adult,Emergency,89,89,100
18531,2024-05-17,North York,Men,Emergency,278,278,100
18532,2024-05-17,North York,Women,Emergency,130,130,100
18533,2024-05-17,North York,Men,Emergency,4,4,100
18534,2024-05-17,North York,Women,Emergency,1,1,100
18538,2024-05-17,Toronto,Mixed Adult,Emergency,85,85,100
18539,2024-05-17,Toronto,Mixed Adult,Emergency,48,48,100
18540,2024-05-17,Toronto,Youth,Emergency,45,45,100
18541,2024-05-17,Toronto,Youth,Emergency,22,22,100
18542,2024-05-17,Toronto,Mixed Adult,Emergency,30,30,100
18543,2024-05-17,Toronto,Men,Emergency,54,54,100
18544,2024-05-17,Toronto,Men,Transitional,17,17,100
18545,2024-05-17,Toronto,Youth,Emergency,11,12,91.67
18546,2024-05-17,Toronto,Youth,Emergency,10,15,66.67
18547,2024-05-17,Toronto,Women,Emergency,16,16,100
18548,2024-05-17,Toronto,Women,Transitional,24,24,100
18549,2024-05-17,Toronto,Women,Emergency,41,41,100
18550,2024-05-17,Toronto,Women,Emergency,44,44,100
18551,2024-05-17,Toronto,Women,Transitional,30,30,100
18552,2024-05-17,Toronto,Mixed Adult,Emergency,72,72,100
18554,2024-05-17,Toronto,Women,Emergency,30,30,100
18561,2024-05-17,Toronto,Mixed Adult,Emergency,93,93,100
18563,2024-05-17,Toronto,Women,Emergency,86,86,100
18565,2024-05-17,Toronto,Men,Emergency,78,78,100
18567,2024-05-17,Toronto,Men,Emergency,263,264,99.62
18569,2024-05-17,Toronto,Men,Emergency,52,52,100
18570,2024-05-17,Toronto,Men,Emergency,46,46,100
18571,2024-05-17,Toronto,Women,Emergency,37,37,100
18572,2024-05-17,Toronto,Men,Emergency,71,71,100
18573,2024-05-17,Toronto,Men,Emergency,50,50,100
18575,2024-05-17,Toronto,Mixed Adult,Emergency,6,6,100
18576,2024-05-17,Toronto,Youth,Emergency,35,35,100
18577,2024-05-17,Toronto,Mixed Adult,Emergency,32,32,100
18580,2024-05-17,Toronto,Youth,Emergency,40,40,100
18581,2024-05-17,Toronto,Youth,Transitional,23,23,100
18582,2024-05-17,Toronto,Women,Emergency,31,31,100
18583,2024-05-17,Toronto,Youth,Emergency,31,31,100
18584,2024-05-17,Toronto,Women,Emergency,28,28,100
18585,2024-05-17,Toronto,Youth,Emergency,27,27,100
18586,2024-05-17,Etobicoke,Youth,Emergency,33,33,100
18587,2024-05-17,Etobicoke,Youth,Transitional,20,20,100
18588,2024-05-17,Scarborough,Youth,Emergency,10,10,100
18589,2024-05-17,Scarborough,Youth,Transitional,39,41,95.12
18592,2024-05-18,Toronto,Mixed Adult,Emergency,8,8,100
18593,2024-05-18,Toronto,Mixed Adult,Emergency,8,8,100
18598,2024-05-18,Toronto,Men,Emergency,42,42,100
18599,2024-05-18,Toronto,Men,Emergency,30,30,100
18602,2024-05-18,Toronto,Men,Transitional,16,18,88.89
18607,2024-05-18,Toronto,Men,Transitional,68,68,100
18608,2024-05-18,Toronto,Men,Transitional,48,48,100
18609,2024-05-18,Toronto,Men,Emergency,101,101,100
18613,2024-05-18,Toronto,Mixed Adult,Transitional,93,93,100
18614,2024-05-18,Toronto,Men,Emergency,62,62,100
18615,2024-05-18,Toronto,Men,Emergency,68,68,100
18616,2024-05-18,Toronto,Men,Emergency,120,120,100
18617,2024-05-18,Toronto,Men,Transitional,32,36,88.89
18618,2024-05-18,Toronto,Men,Emergency,4,4,100
18619,2024-05-18,Toronto,Men,Emergency,53,53,100
18620,2024-05-18,Toronto,Men,Emergency,93,93,100
18621,2024-05-18,Toronto,Mixed Adult,Transitional,35,35,100
18628,2024-05-18,Toronto,Women,Emergency,88,88,100
18629,2024-05-18,Toronto,Men,Emergency,28,28,100
18630,2024-05-18,Toronto,Youth,Transitional,1,2,50
18631,2024-05-18,Toronto,Youth,Emergency,93,93,100
18632,2024-05-18,Toronto,Youth,Transitional,28,28,100
18633,2024-05-18,Toronto,Mixed Adult,Emergency,78,78,100
18634,2024-05-18,Scarborough,Mixed Adult,Emergency,50,50,100
18636,2024-05-18,Toronto,Mixed Adult,Emergency,62,62,100
18637,2024-05-18,Toronto,Mixed Adult,Emergency,1,1,100
18638,2024-05-18,Toronto,Men,Emergency,1,1,100
18639,2024-05-18,Toronto,Men,Emergency,30,30,100
18640,2024-05-18,Toronto,Youth,Transitional,49,50,98
18641,2024-05-18,Toronto,Youth,Emergency,39,40,97.5
18643,2024-05-18,Toronto,Mixed Adult,Transitional,5,5,100
18644,2024-05-18,Toronto,Mixed Adult,Transitional,10,11,90.91
18645,2024-05-18,Toronto,Women,Transitional,37,37,100
18646,2024-05-18,Toronto,Women,Transitional,25,26,96.15
18647,2024-05-18,Toronto,Women,Emergency,52,52,100
18648,2024-05-18,Toronto,Women,Emergency,36,36,100
18649,2024-05-18,Toronto,Mixed Adult,Emergency,70,70,100
18651,2024-05-18,Toronto,Mixed Adult,Emergency,69,70,98.57
18654,2024-05-18,Toronto,Men,Transitional,23,25,92
18655,2024-05-18,Toronto,Men,Emergency,35,35,100
18656,2024-05-18,Toronto,Men,Transitional,5,5,100
18657,2024-05-18,Toronto,Men,Emergency,21,21,100
18659,2024-05-18,Toronto,Women,Emergency,61,61,100
18660,2024-05-18,Toronto,Mixed Adult,Emergency,110,110,100
18661,2024-05-18,Toronto,Men,Emergency,34,34,100
18662,2024-05-18,Toronto,Women,Emergency,64,64,100
18663,2024-05-18,Toronto,Men,Emergency,75,75,100
18664,2024-05-18,Scarborough,Mixed Adult,Emergency,89,89,100
18665,2024-05-18,North York,Men,Emergency,278,278,100
18666,2024-05-18,North York,Women,Emergency,130,130,100
18667,2024-05-18,North York,Men,Emergency,4,4,100
18671,2024-05-18,Toronto,Mixed Adult,Emergency,85,85,100
18672,2024-05-18,Toronto,Mixed Adult,Emergency,48,48,100
18673,2024-05-18,Toronto,Youth,Emergency,45,45,100
18674,2024-05-18,Toronto,Youth,Emergency,22,22,100
18675,2024-05-18,Toronto,Mixed Adult,Emergency,30,30,100
18676,2024-05-18,Toronto,Men,Emergency,54,54,100
18677,2024-05-18,Toronto,Men,Transitional,17,17,100
18678,2024-05-18,Toronto,Youth,Emergency,11,12,91.67
18679,2024-05-18,Toronto,Youth,Emergency,10,15,66.67
18680,2024-05-18,Toronto,Women,Emergency,16,16,100
18681,2024-05-18,Toronto,Women,Transitional,24,24,100
18682,2024-05-18,Toronto,Women,Emergency,41,41,100
18683,2024-05-18,Toronto,Women,Emergency,44,44,100
18684,2024-05-18,Toronto,Women,Transitional,30,30,100
18685,2024-05-18,Toronto,Mixed Adult,Emergency,72,72,100
18687,2024-05-18,Toronto,Women,Emergency,30,30,100
18694,2024-05-18,Toronto,Mixed Adult,Emergency,93,93,100
18696,2024-05-18,Toronto,Women,Emergency,86,86,100
18698,2024-05-18,Toronto,Men,Emergency,78,78,100
18700,2024-05-18,Toronto,Men,Emergency,264,264,100
18702,2024-05-18,Toronto,Men,Emergency,51,51,100
18703,2024-05-18,Toronto,Men,Emergency,46,46,100
18704,2024-05-18,Toronto,Women,Emergency,37,37,100
18705,2024-05-18,Toronto,Men,Emergency,71,71,100
18706,2024-05-18,Toronto,Men,Emergency,50,50,100
18708,2024-05-18,Toronto,Mixed Adult,Emergency,6,6,100
18709,2024-05-18,Toronto,Youth,Emergency,35,35,100
18710,2024-05-18,Toronto,Mixed Adult,Emergency,32,32,100
18713,2024-05-18,Toronto,Youth,Emergency,40,40,100
18714,2024-05-18,Toronto,Youth,Transitional,23,23,100
18715,2024-05-18,Toronto,Women,Emergency,31,31,100
18716,2024-05-18,Toronto,Youth,Emergency,31,31,100
18717,2024-05-18,Toronto,Women,Emergency,28,28,100
18718,2024-05-18,Toronto,Youth,Emergency,27,27,100
18719,2024-05-18,Etobicoke,Youth,Emergency,33,33,100
18720,2024-05-18,Etobicoke,Youth,Transitional,20,20,100
18721,2024-05-18,Scarborough,Youth,Emergency,10,10,100
18722,2024-05-18,Scarborough,Youth,Transitional,39,41,95.12
18725,2024-05-19,Toronto,Mixed Adult,Emergency,8,8,100
18726,2024-05-19,Toronto,Mixed Adult,Emergency,8,8,100
18731,2024-05-19,Toronto,Men,Emergency,42,42,100
18732,2024-05-19,Toronto,Men,Emergency,30,30,100
18735,2024-05-19,Toronto,Men,Transitional,17,18,94.44
18740,2024-05-19,Toronto,Men,Transitional,68,68,100
18741,2024-05-19,Toronto,Men,Transitional,48,48,100
18742,2024-05-19,Toronto,Men,Emergency,101,101,100
18746,2024-05-19,Toronto,Mixed Adult,Transitional,93,93,100
18747,2024-05-19,Toronto,Men,Emergency,62,62,100
18748,2024-05-19,Toronto,Men,Emergency,68,68,100
18749,2024-05-19,Toronto,Men,Emergency,120,120,100
18750,2024-05-19,Toronto,Men,Transitional,32,36,88.89
18751,2024-05-19,Toronto,Men,Emergency,3,4,75
18752,2024-05-19,Toronto,Men,Emergency,53,53,100
18753,2024-05-19,Toronto,Men,Emergency,93,93,100
18754,2024-05-19,Toronto,Mixed Adult,Transitional,35,35,100
18761,2024-05-19,Toronto,Women,Emergency,88,88,100
18762,2024-05-19,Toronto,Men,Emergency,28,28,100
18763,2024-05-19,Toronto,Youth,Transitional,1,2,50
18764,2024-05-19,Toronto,Youth,Emergency,93,93,100
18765,2024-05-19,Toronto,Youth,Transitional,28,28,100
18766,2024-05-19,Toronto,Mixed Adult,Emergency,78,78,100
18767,2024-05-19,Scarborough,Mixed Adult,Emergency,50,50,100
18769,2024-05-19,Toronto,Mixed Adult,Emergency,62,62,100
18770,2024-05-19,Toronto,Mixed Adult,Emergency,1,1,100
18771,2024-05-19,Toronto,Men,Emergency,1,1,100
18772,2024-05-19,Toronto,Men,Emergency,30,30,100
18773,2024-05-19,Toronto,Youth,Transitional,49,50,98
18774,2024-05-19,Toronto,Youth,Emergency,40,40,100
18776,2024-05-19,Toronto,Mixed Adult,Transitional,5,5,100
18777,2024-05-19,Toronto,Mixed Adult,Transitional,10,11,90.91
18778,2024-05-19,Toronto,Women,Transitional,37,37,100
18779,2024-05-19,Toronto,Women,Transitional,25,26,96.15
18780,2024-05-19,Toronto,Women,Emergency,52,52,100
18781,2024-05-19,Toronto,Women,Emergency,36,36,100
18782,2024-05-19,Toronto,Mixed Adult,Emergency,70,70,100
18784,2024-05-19,Toronto,Mixed Adult,Emergency,69,70,98.57
18787,2024-05-19,Toronto,Men,Transitional,23,25,92
18788,2024-05-19,Toronto,Men,Emergency,35,35,100
18789,2024-05-19,Toronto,Men,Transitional,5,5,100
18790,2024-05-19,Toronto,Men,Emergency,21,21,100
18792,2024-05-19,Toronto,Women,Emergency,61,61,100
18793,2024-05-19,Toronto,Mixed Adult,Emergency,110,110,100
18794,2024-05-19,Toronto,Men,Emergency,34,34,100
18795,2024-05-19,Toronto,Women,Emergency,64,64,100
18796,2024-05-19,Toronto,Men,Emergency,75,75,100
18797,2024-05-19,Scarborough,Mixed Adult,Emergency,89,89,100
18798,2024-05-19,North York,Men,Emergency,277,277,100
18799,2024-05-19,North York,Women,Emergency,130,130,100
18800,2024-05-19,North York,Men,Emergency,4,4,100
18804,2024-05-19,Toronto,Mixed Adult,Emergency,85,85,100
18805,2024-05-19,Toronto,Mixed Adult,Emergency,48,48,100
18806,2024-05-19,Toronto,Youth,Emergency,45,45,100
18807,2024-05-19,Toronto,Youth,Emergency,22,22,100
18808,2024-05-19,Toronto,Mixed Adult,Emergency,30,30,100
18809,2024-05-19,Toronto,Men,Emergency,54,54,100
18810,2024-05-19,Toronto,Men,Transitional,17,17,100
18811,2024-05-19,Toronto,Youth,Emergency,11,12,91.67
18812,2024-05-19,Toronto,Youth,Emergency,10,15,66.67
18813,2024-05-19,Toronto,Women,Emergency,16,16,100
18814,2024-05-19,Toronto,Women,Transitional,24,24,100
18815,2024-05-19,Toronto,Women,Emergency,41,41,100
18816,2024-05-19,Toronto,Women,Emergency,44,44,100
18817,2024-05-19,Toronto,Women,Transitional,30,30,100
18818,2024-05-19,Toronto,Mixed Adult,Emergency,72,72,100
18820,2024-05-19,Toronto,Women,Emergency,30,30,100
18827,2024-05-19,Toronto,Mixed Adult,Emergency,93,93,100
18829,2024-05-19,Toronto,Women,Emergency,86,86,100
18831,2024-05-19,Toronto,Men,Emergency,78,78,100
18833,2024-05-19,Toronto,Men,Emergency,263,264,99.62
18835,2024-05-19,Toronto,Men,Emergency,51,51,100
18836,2024-05-19,Toronto,Men,Emergency,46,46,100
18837,2024-05-19,Toronto,Women,Emergency,37,37,100
18838,2024-05-19,Toronto,Men,Emergency,71,71,100
18839,2024-05-19,Toronto,Men,Emergency,50,50,100
18841,2024-05-19,Toronto,Mixed Adult,Emergency,6,6,100
18842,2024-05-19,Toronto,Youth,Emergency,35,35,100
